DATE_ID,DATE_ACTUAL,YEAR,QUARTER,MONTH,DAY,MONTH_NAME,MONTH_SHORT_NAME,YEAR_MONTH,WEEK_OF_YEAR,WEEK_START_DATE,DAY_OF_WEEK,DAY_NAME,DAY_SHORT_NAME,DAY_OF_YEAR,IS_WEEKEND,IS_WEEKDAY,DATE_STRING,DATE_INT,YEAR_QUARTER,FISCAL_YEAR,FISCAL_QUARTER,IS_TODAY,IS_YESTERDAY,IS_CURRENT_WEEK,IS_CURRENT_MONTH,IS_CURRENT_YEAR
8c09538b00ccc0dafeb714f7ef3b4ad1,2021-01-11,2021,1,1,11,January,Jan,2021-01,2,2021-01-11,1,Monday,Mon,11,false,true,2021-01-11,20210111,2021-Q1,2020,4,false,false,false,false,false
b72c373dadfe84a5fb9213776e3a805e,2021-01-12,2021,1,1,12,January,Jan,2021-01,2,2021-01-11,2,Tuesday,Tue,12,false,true,2021-01-12,20210112,2021-Q1,2020,4,false,false,false,false,false
f43cbd71a83c253f7939755162d02a2b,2021-01-13,2021,1,1,13,January,Jan,2021-01,2,2021-01-11,3,Wednesday,Wed,13,false,true,2021-01-13,20210113,2021-Q1,2020,4,false,false,false,false,false
4590abd819d72ec4357f0d5dfaa980e6,2021-01-14,2021,1,1,14,January,Jan,2021-01,2,2021-01-11,4,Thursday,Thu,14,false,true,2021-01-14,20210114,2021-Q1,2020,4,false,false,false,false,false
724b642f5af2490779bf9322173eef34,2021-01-15,2021,1,1,15,January,Jan,2021-01,2,2021-01-11,5,Friday,Fri,15,false,true,2021-01-15,20210115,2021-Q1,2020,4,false,false,false,false,false
56c7b79a02860dff26c1786c4cfbabde,2021-01-16,2021,1,1,16,January,Jan,2021-01,2,2021-01-11,6,Saturday,Sat,16,true,false,2021-01-16,20210116,2021-Q1,2020,4,false,false,false,false,false
058c91c19fc2a14a16ff2ab774cbdc42,2021-01-17,2021,1,1,17,January,Jan,2021-01,2,2021-01-11,0,Sunday,Sun,17,true,false,2021-01-17,20210117,2021-Q1,2020,4,false,false,false,false,false
c0ca76926d6b66fa358d91971dce09f0,2021-01-18,2021,1,1,18,January,Jan,2021-01,3,2021-01-18,1,Monday,Mon,18,false,true,2021-01-18,20210118,2021-Q1,2020,4,false,false,false,false,false
1fcde18f59c92660df0192c1272b47bb,2021-01-19,2021,1,1,19,January,Jan,2021-01,3,2021-01-18,2,Tuesday,Tue,19,false,true,2021-01-19,20210119,2021-Q1,2020,4,false,false,false,false,false
b62c30a1f2a1878e761b5b8a83c0a4de,2021-01-20,2021,1,1,20,January,Jan,2021-01,3,2021-01-18,3,Wednesday,Wed,20,false,true,2021-01-20,20210120,2021-Q1,2020,4,false,false,false,false,false
fb089938b5c50f1ff35b5935ca58cc98,2021-01-21,2021,1,1,21,January,Jan,2021-01,3,2021-01-18,4,Thursday,Thu,21,false,true,2021-01-21,20210121,2021-Q1,2020,4,false,false,false,false,false
a0d8f2ed18e4d1b37043ab0d145b8b9a,2021-01-22,2021,1,1,22,January,Jan,2021-01,3,2021-01-18,5,Friday,Fri,22,false,true,2021-01-22,20210122,2021-Q1,2020,4,false,false,false,false,false
d3ed7844db6447a90732be16513e5121,2021-01-23,2021,1,1,23,January,Jan,2021-01,3,2021-01-18,6,Saturday,Sat,23,true,false,2021-01-23,20210123,2021-Q1,2020,4,false,false,false,false,false
83a26f151944eb70270ff7ee693bda64,2021-01-24,2021,1,1,24,January,Jan,2021-01,3,2021-01-18,0,Sunday,Sun,24,true,false,2021-01-24,20210124,2021-Q1,2020,4,false,false,false,false,false
90c198dfbf78be85aa49e64b11eb83de,2021-01-25,2021,1,1,25,January,Jan,2021-01,4,2021-01-25,1,Monday,Mon,25,false,true,2021-01-25,20210125,2021-Q1,2020,4,false,false,false,false,false
fbe816625f2a24adce991252bcd31cf5,2021-01-26,2021,1,1,26,January,Jan,2021-01,4,2021-01-25,2,Tuesday,Tue,26,false,true,2021-01-26,20210126,2021-Q1,2020,4,false,false,false,false,false
eb8130ebc4ed1984529011f193629007,2021-01-27,2021,1,1,27,January,Jan,2021-01,4,2021-01-25,3,Wednesday,Wed,27,false,true,2021-01-27,20210127,2021-Q1,2020,4,false,false,false,false,false
e9ee92e19a98958fba962748b1b388a6,2021-01-28,2021,1,1,28,January,Jan,2021-01,4,2021-01-25,4,Thursday,Thu,28,false,true,2021-01-28,20210128,2021-Q1,2020,4,false,false,false,false,false
d7d886402b2ee3a72eac695deda3cbe4,2021-01-29,2021,1,1,29,January,Jan,2021-01,4,2021-01-25,5,Friday,Fri,29,false,true,2021-01-29,20210129,2021-Q1,2020,4,false,false,false,false,false
251d01bb253bef0f39d8aa06b2f9232a,2021-01-30,2021,1,1,30,January,Jan,2021-01,4,2021-01-25,6,Saturday,Sat,30,true,false,2021-01-30,20210130,2021-Q1,2020,4,false,false,false,false,false
9f32095c2b7ce15a514e3571d52dfda9,2021-01-31,2021,1,1,31,January,Jan,2021-01,4,2021-01-25,0,Sunday,Sun,31,true,false,2021-01-31,20210131,2021-Q1,2020,4,false,false,false,false,false
5073cced002f03b200ad123ac9de855f,2021-02-01,2021,1,2,1,February,Feb,2021-02,5,2021-02-01,1,Monday,Mon,32,false,true,2021-02-01,20210201,2021-Q1,2020,4,false,false,false,false,false
921d3f1b4fb862223ece0116b2d58d49,2021-02-02,2021,1,2,2,February,Feb,2021-02,5,2021-02-01,2,Tuesday,Tue,33,false,true,2021-02-02,20210202,2021-Q1,2020,4,false,false,false,false,false
1a301a5748b1f4d4c815f026ead6d3c0,2021-02-03,2021,1,2,3,February,Feb,2021-02,5,2021-02-01,3,Wednesday,Wed,34,false,true,2021-02-03,20210203,2021-Q1,2020,4,false,false,false,false,false
00bc322bc4a48a6cc993e5d17390aa94,2021-02-04,2021,1,2,4,February,Feb,2021-02,5,2021-02-01,4,Thursday,Thu,35,false,true,2021-02-04,20210204,2021-Q1,2020,4,false,false,false,false,false
fb7568719874898fd809e8a3a6428a72,2021-02-05,2021,1,2,5,February,Feb,2021-02,5,2021-02-01,5,Friday,Fri,36,false,true,2021-02-05,20210205,2021-Q1,2020,4,false,false,false,false,false
cf19de7bafa1003212df0704ec389d72,2021-02-06,2021,1,2,6,February,Feb,2021-02,5,2021-02-01,6,Saturday,Sat,37,true,false,2021-02-06,20210206,2021-Q1,2020,4,false,false,false,false,false
78355ed6d51e605d6ca4cd0042f9f8cb,2021-02-07,2021,1,2,7,February,Feb,2021-02,5,2021-02-01,0,Sunday,Sun,38,true,false,2021-02-07,20210207,2021-Q1,2020,4,false,false,false,false,false
fb485bebf9a2a35cd611daedf101d720,2021-02-08,2021,1,2,8,February,Feb,2021-02,6,2021-02-08,1,Monday,Mon,39,false,true,2021-02-08,20210208,2021-Q1,2020,4,false,false,false,false,false
d9985bd71eb14eabcca5823d0f0e411d,2021-02-09,2021,1,2,9,February,Feb,2021-02,6,2021-02-08,2,Tuesday,Tue,40,false,true,2021-02-09,20210209,2021-Q1,2020,4,false,false,false,false,false
bdfeee39b345137d32c4ef3e8059d560,2021-02-10,2021,1,2,10,February,Feb,2021-02,6,2021-02-08,3,Wednesday,Wed,41,false,true,2021-02-10,20210210,2021-Q1,2020,4,false,false,false,false,false
34561dea791c4dd754020d0411807e90,2021-02-11,2021,1,2,11,February,Feb,2021-02,6,2021-02-08,4,Thursday,Thu,42,false,true,2021-02-11,20210211,2021-Q1,2020,4,false,false,false,false,false
9f66ed2a8ecee813e153ab22f93cf7b2,2021-02-12,2021,1,2,12,February,Feb,2021-02,6,2021-02-08,5,Friday,Fri,43,false,true,2021-02-12,20210212,2021-Q1,2020,4,false,false,false,false,false
8b557b1f59682bec9c13e1a061eae000,2021-02-13,2021,1,2,13,February,Feb,2021-02,6,2021-02-08,6,Saturday,Sat,44,true,false,2021-02-13,20210213,2021-Q1,2020,4,false,false,false,false,false
eb2124d6e9087f10c96da15997c867d9,2021-02-14,2021,1,2,14,February,Feb,2021-02,6,2021-02-08,0,Sunday,Sun,45,true,false,2021-02-14,20210214,2021-Q1,2020,4,false,false,false,false,false
85dabff43876d71099fc84a543917b89,2021-02-15,2021,1,2,15,February,Feb,2021-02,7,2021-02-15,1,Monday,Mon,46,false,true,2021-02-15,20210215,2021-Q1,2020,4,false,false,false,false,false
24c07c19ae882c62e69411c517ff1f6f,2021-02-16,2021,1,2,16,February,Feb,2021-02,7,2021-02-15,2,Tuesday,Tue,47,false,true,2021-02-16,20210216,2021-Q1,2020,4,false,false,false,false,false
a0629923819d9e178858cc1ed3c105aa,2021-02-17,2021,1,2,17,February,Feb,2021-02,7,2021-02-15,3,Wednesday,Wed,48,false,true,2021-02-17,20210217,2021-Q1,2020,4,false,false,false,false,false
8bd6b4eee42c228c922cda6ba8a24487,2021-02-18,2021,1,2,18,February,Feb,2021-02,7,2021-02-15,4,Thursday,Thu,49,false,true,2021-02-18,20210218,2021-Q1,2020,4,false,false,false,false,false
97a0378104167bd92835895d4fd68fb3,2021-02-19,2021,1,2,19,February,Feb,2021-02,7,2021-02-15,5,Friday,Fri,50,false,true,2021-02-19,20210219,2021-Q1,2020,4,false,false,false,false,false
4e03d86ced0713b685e66912d6287532,2021-02-20,2021,1,2,20,February,Feb,2021-02,7,2021-02-15,6,Saturday,Sat,51,true,false,2021-02-20,20210220,2021-Q1,2020,4,false,false,false,false,false
6a08871a47e5ba7f9334987db48224e7,2021-02-21,2021,1,2,21,February,Feb,2021-02,7,2021-02-15,0,Sunday,Sun,52,true,false,2021-02-21,20210221,2021-Q1,2020,4,false,false,false,false,false
ed5db365327bed0960e6cf7de45000ba,2021-02-22,2021,1,2,22,February,Feb,2021-02,8,2021-02-22,1,Monday,Mon,53,false,true,2021-02-22,20210222,2021-Q1,2020,4,false,false,false,false,false
c8a1d12016d39fd544e0497401571e5e,2021-02-23,2021,1,2,23,February,Feb,2021-02,8,2021-02-22,2,Tuesday,Tue,54,false,true,2021-02-23,20210223,2021-Q1,2020,4,false,false,false,false,false
39263692892bd2a058bc91c075d15137,2021-02-24,2021,1,2,24,February,Feb,2021-02,8,2021-02-22,3,Wednesday,Wed,55,false,true,2021-02-24,20210224,2021-Q1,2020,4,false,false,false,false,false
5c56abac7c1feda1197c80fa59e55382,2021-02-25,2021,1,2,25,February,Feb,2021-02,8,2021-02-22,4,Thursday,Thu,56,false,true,2021-02-25,20210225,2021-Q1,2020,4,false,false,false,false,false
7856189b2e11e16fc7db1e0c0a924c7e,2021-02-26,2021,1,2,26,February,Feb,2021-02,8,2021-02-22,5,Friday,Fri,57,false,true,2021-02-26,20210226,2021-Q1,2020,4,false,false,false,false,false
a961c4066419aaac3afe728a704429e2,2021-02-27,2021,1,2,27,February,Feb,2021-02,8,2021-02-22,6,Saturday,Sat,58,true,false,2021-02-27,20210227,2021-Q1,2020,4,false,false,false,false,false
fef702c7b4d40805399b12590001bcb8,2021-02-28,2021,1,2,28,February,Feb,2021-02,8,2021-02-22,0,Sunday,Sun,59,true,false,2021-02-28,20210228,2021-Q1,2020,4,false,false,false,false,false
bdac1799cc571da39472936bdba84dfe,2021-03-01,2021,1,3,1,March,Mar,2021-03,9,2021-03-01,1,Monday,Mon,60,false,true,2021-03-01,20210301,2021-Q1,2020,4,false,false,false,false,false
82be470bbb147fa09e8dc37ff554c016,2021-03-02,2021,1,3,2,March,Mar,2021-03,9,2021-03-01,2,Tuesday,Tue,61,false,true,2021-03-02,20210302,2021-Q1,2020,4,false,false,false,false,false
f28fc5e007ea102662b9768a4a228732,2021-03-03,2021,1,3,3,March,Mar,2021-03,9,2021-03-01,3,Wednesday,Wed,62,false,true,2021-03-03,20210303,2021-Q1,2020,4,false,false,false,false,false
faaa3e0edcc9e12ff89769d27ebc0a44,2021-03-04,2021,1,3,4,March,Mar,2021-03,9,2021-03-01,4,Thursday,Thu,63,false,true,2021-03-04,20210304,2021-Q1,2020,4,false,false,false,false,false
2fc8832423873a4a84d46085d60fea9d,2021-03-05,2021,1,3,5,March,Mar,2021-03,9,2021-03-01,5,Friday,Fri,64,false,true,2021-03-05,20210305,2021-Q1,2020,4,false,false,false,false,false
fc48aebc42df8819ed168d08db9a6b10,2021-03-06,2021,1,3,6,March,Mar,2021-03,9,2021-03-01,6,Saturday,Sat,65,true,false,2021-03-06,20210306,2021-Q1,2020,4,false,false,false,false,false
0fef358c1b840f77b0ea3db62029fad6,2021-03-07,2021,1,3,7,March,Mar,2021-03,9,2021-03-01,0,Sunday,Sun,66,true,false,2021-03-07,20210307,2021-Q1,2020,4,false,false,false,false,false
f0784de64f0bd911f40f3bc0fa580660,2021-03-08,2021,1,3,8,March,Mar,2021-03,10,2021-03-08,1,Monday,Mon,67,false,true,2021-03-08,20210308,2021-Q1,2020,4,false,false,false,false,false
5c3b2262b308af87f0b638f06c231f0d,2021-03-09,2021,1,3,9,March,Mar,2021-03,10,2021-03-08,2,Tuesday,Tue,68,false,true,2021-03-09,20210309,2021-Q1,2020,4,false,false,false,false,false
dcddd3dabb53b765f08d738c273714ed,2021-03-10,2021,1,3,10,March,Mar,2021-03,10,2021-03-08,3,Wednesday,Wed,69,false,true,2021-03-10,20210310,2021-Q1,2020,4,false,false,false,false,false
c452f3662e295f8b137266bdd8c49e6a,2021-03-11,2021,1,3,11,March,Mar,2021-03,10,2021-03-08,4,Thursday,Thu,70,false,true,2021-03-11,20210311,2021-Q1,2020,4,false,false,false,false,false
9e3faf0a5becfde53431c71e71ab945c,2021-03-12,2021,1,3,12,March,Mar,2021-03,10,2021-03-08,5,Friday,Fri,71,false,true,2021-03-12,20210312,2021-Q1,2020,4,false,false,false,false,false
93c2badb0ef152b5e53b4384ed2a864e,2021-03-13,2021,1,3,13,March,Mar,2021-03,10,2021-03-08,6,Saturday,Sat,72,true,false,2021-03-13,20210313,2021-Q1,2020,4,false,false,false,false,false
ceb24e53b1bafae5d7f826370b903aa8,2021-03-14,2021,1,3,14,March,Mar,2021-03,10,2021-03-08,0,Sunday,Sun,73,true,false,2021-03-14,20210314,2021-Q1,2020,4,false,false,false,false,false
df498ad6973f23bfcd14e1e9243783b8,2021-03-15,2021,1,3,15,March,Mar,2021-03,11,2021-03-15,1,Monday,Mon,74,false,true,2021-03-15,20210315,2021-Q1,2020,4,false,false,false,false,false
7c0b610235355fd9ae0a8e67e3510f81,2021-03-16,2021,1,3,16,March,Mar,2021-03,11,2021-03-15,2,Tuesday,Tue,75,false,true,2021-03-16,20210316,2021-Q1,2020,4,false,false,false,false,false
a3664351374c9d1182770c15f5044163,2021-03-17,2021,1,3,17,March,Mar,2021-03,11,2021-03-15,3,Wednesday,Wed,76,false,true,2021-03-17,20210317,2021-Q1,2020,4,false,false,false,false,false
4d1898c7556e92406a6e4d878b243e54,2021-03-18,2021,1,3,18,March,Mar,2021-03,11,2021-03-15,4,Thursday,Thu,77,false,true,2021-03-18,20210318,2021-Q1,2020,4,false,false,false,false,false
25cb08495edb9133d6798535d2083bfb,2021-03-19,2021,1,3,19,March,Mar,2021-03,11,2021-03-15,5,Friday,Fri,78,false,true,2021-03-19,20210319,2021-Q1,2020,4,false,false,false,false,false
b4b7fb2d23813cb54b794ead6ce16b39,2021-03-20,2021,1,3,20,March,Mar,2021-03,11,2021-03-15,6,Saturday,Sat,79,true,false,2021-03-20,20210320,2021-Q1,2020,4,false,false,false,false,false
389c1337932493fc759cb93d106f39a2,2021-03-21,2021,1,3,21,March,Mar,2021-03,11,2021-03-15,0,Sunday,Sun,80,true,false,2021-03-21,20210321,2021-Q1,2020,4,false,false,false,false,false
b4dd4070a3a06c3b2d563a1dd71f3cd4,2021-03-22,2021,1,3,22,March,Mar,2021-03,12,2021-03-22,1,Monday,Mon,81,false,true,2021-03-22,20210322,2021-Q1,2020,4,false,false,false,false,false
1c859e9a84beb040c0808883927d1997,2021-03-23,2021,1,3,23,March,Mar,2021-03,12,2021-03-22,2,Tuesday,Tue,82,false,true,2021-03-23,20210323,2021-Q1,2020,4,false,false,false,false,false
62a1c0453a2a49a269e7ed17c27842a5,2021-03-24,2021,1,3,24,March,Mar,2021-03,12,2021-03-22,3,Wednesday,Wed,83,false,true,2021-03-24,20210324,2021-Q1,2020,4,false,false,false,false,false
0f9dbd30f47884d3d6cdd83acfd80c1f,2021-03-25,2021,1,3,25,March,Mar,2021-03,12,2021-03-22,4,Thursday,Thu,84,false,true,2021-03-25,20210325,2021-Q1,2020,4,false,false,false,false,false
046f0b604feac288c186fb7c3556c828,2021-03-26,2021,1,3,26,March,Mar,2021-03,12,2021-03-22,5,Friday,Fri,85,false,true,2021-03-26,20210326,2021-Q1,2020,4,false,false,false,false,false
42999728efbe786c207baa98480fa610,2021-03-27,2021,1,3,27,March,Mar,2021-03,12,2021-03-22,6,Saturday,Sat,86,true,false,2021-03-27,20210327,2021-Q1,2020,4,false,false,false,false,false
38572f4fc4f4434b49f9915519e3e2cb,2021-03-28,2021,1,3,28,March,Mar,2021-03,12,2021-03-22,0,Sunday,Sun,87,true,false,2021-03-28,20210328,2021-Q1,2020,4,false,false,false,false,false
6a21854ac32db83b55b94f39a4f1fb06,2021-03-29,2021,1,3,29,March,Mar,2021-03,13,2021-03-29,1,Monday,Mon,88,false,true,2021-03-29,20210329,2021-Q1,2020,4,false,false,false,false,false
72206970136056f648b9950a736c720a,2021-03-30,2021,1,3,30,March,Mar,2021-03,13,2021-03-29,2,Tuesday,Tue,89,false,true,2021-03-30,20210330,2021-Q1,2020,4,false,false,false,false,false
165c64b04f61ed406fdde94f36bcf1c9,2021-03-31,2021,1,3,31,March,Mar,2021-03,13,2021-03-29,3,Wednesday,Wed,90,false,true,2021-03-31,20210331,2021-Q1,2020,4,false,false,false,false,false
0af88d951bb1699ccf65e46ad1f4b8f1,2021-04-01,2021,2,4,1,April,Apr,2021-04,13,2021-03-29,4,Thursday,Thu,91,false,true,2021-04-01,20210401,2021-Q2,2021,1,false,false,false,false,false
a07292b02336ab32ed85247a3041dd00,2021-04-02,2021,2,4,2,April,Apr,2021-04,13,2021-03-29,5,Friday,Fri,92,false,true,2021-04-02,20210402,2021-Q2,2021,1,false,false,false,false,false
bf109b5a405c2166ad40419ccb0a8a35,2021-04-03,2021,2,4,3,April,Apr,2021-04,13,2021-03-29,6,Saturday,Sat,93,true,false,2021-04-03,20210403,2021-Q2,2021,1,false,false,false,false,false
1386dd9847107a543c834974aaadc7e7,2021-04-04,2021,2,4,4,April,Apr,2021-04,13,2021-03-29,0,Sunday,Sun,94,true,false,2021-04-04,20210404,2021-Q2,2021,1,false,false,false,false,false
4f4a57f4d44321e1eea134c491c1de7e,2021-04-05,2021,2,4,5,April,Apr,2021-04,14,2021-04-05,1,Monday,Mon,95,false,true,2021-04-05,20210405,2021-Q2,2021,1,false,false,false,false,false
925156bd0a5e69167d78097f63b4e9b2,2021-04-06,2021,2,4,6,April,Apr,2021-04,14,2021-04-05,2,Tuesday,Tue,96,false,true,2021-04-06,20210406,2021-Q2,2021,1,false,false,false,false,false
205677d82c14015c6c89b09d18d69b24,2021-04-07,2021,2,4,7,April,Apr,2021-04,14,2021-04-05,3,Wednesday,Wed,97,false,true,2021-04-07,20210407,2021-Q2,2021,1,false,false,false,false,false
7192f155c0faa9210644ad2ec240cace,2021-04-08,2021,2,4,8,April,Apr,2021-04,14,2021-04-05,4,Thursday,Thu,98,false,true,2021-04-08,20210408,2021-Q2,2021,1,false,false,false,false,false
2123a70be2a70946422cc94a11b64d3b,2021-04-09,2021,2,4,9,April,Apr,2021-04,14,2021-04-05,5,Friday,Fri,99,false,true,2021-04-09,20210409,2021-Q2,2021,1,false,false,false,false,false
5e11ac34261a5377ff27da8eb1eed2d8,2021-04-10,2021,2,4,10,April,Apr,2021-04,14,2021-04-05,6,Saturday,Sat,100,true,false,2021-04-10,20210410,2021-Q2,2021,1,false,false,false,false,false
1a04ecd0c0a6a30d7a3db7da9c37dda6,2021-04-11,2021,2,4,11,April,Apr,2021-04,14,2021-04-05,0,Sunday,Sun,101,true,false,2021-04-11,20210411,2021-Q2,2021,1,false,false,false,false,false
a734fa386217e3bc39703592c4b45c36,2021-04-12,2021,2,4,12,April,Apr,2021-04,15,2021-04-12,1,Monday,Mon,102,false,true,2021-04-12,20210412,2021-Q2,2021,1,false,false,false,false,false
a38b6b32c1187dee6e66580b3b9cd30b,2021-04-13,2021,2,4,13,April,Apr,2021-04,15,2021-04-12,2,Tuesday,Tue,103,false,true,2021-04-13,20210413,2021-Q2,2021,1,false,false,false,false,false
434b064cd2303c3c5af7880db4566f39,2021-04-14,2021,2,4,14,April,Apr,2021-04,15,2021-04-12,3,Wednesday,Wed,104,false,true,2021-04-14,20210414,2021-Q2,2021,1,false,false,false,false,false
9ad08c1ee1c462c396562be147b4a154,2021-04-15,2021,2,4,15,April,Apr,2021-04,15,2021-04-12,4,Thursday,Thu,105,false,true,2021-04-15,20210415,2021-Q2,2021,1,false,false,false,false,false
971a75c222ab3a25a02ce04f138b7e22,2021-04-16,2021,2,4,16,April,Apr,2021-04,15,2021-04-12,5,Friday,Fri,106,false,true,2021-04-16,20210416,2021-Q2,2021,1,false,false,false,false,false
299754c7687c34b1690c8d2646a0a917,2021-04-17,2021,2,4,17,April,Apr,2021-04,15,2021-04-12,6,Saturday,Sat,107,true,false,2021-04-17,20210417,2021-Q2,2021,1,false,false,false,false,false
6e803fc53d42db5a625ce76074ba79ca,2021-04-18,2021,2,4,18,April,Apr,2021-04,15,2021-04-12,0,Sunday,Sun,108,true,false,2021-04-18,20210418,2021-Q2,2021,1,false,false,false,false,false
5d5d8dcff5e56a35ce1a13e26708a344,2021-04-19,2021,2,4,19,April,Apr,2021-04,16,2021-04-19,1,Monday,Mon,109,false,true,2021-04-19,20210419,2021-Q2,2021,1,false,false,false,false,false
23a799e73a191ed7c4e659e1e7a99b43,2021-04-20,2021,2,4,20,April,Apr,2021-04,16,2021-04-19,2,Tuesday,Tue,110,false,true,2021-04-20,20210420,2021-Q2,2021,1,false,false,false,false,false
3fd0195e844a618c26cf180ebec63467,2021-04-21,2021,2,4,21,April,Apr,2021-04,16,2021-04-19,3,Wednesday,Wed,111,false,true,2021-04-21,20210421,2021-Q2,2021,1,false,false,false,false,false
043c1ee51e3f541d282300ac161d2d78,2021-04-22,2021,2,4,22,April,Apr,2021-04,16,2021-04-19,4,Thursday,Thu,112,false,true,2021-04-22,20210422,2021-Q2,2021,1,false,false,false,false,false
cc987e719702230a694515664fb97ce2,2021-04-23,2021,2,4,23,April,Apr,2021-04,16,2021-04-19,5,Friday,Fri,113,false,true,2021-04-23,20210423,2021-Q2,2021,1,false,false,false,false,false
caf4b150a4edb858456b72666f3f9d00,2021-04-24,2021,2,4,24,April,Apr,2021-04,16,2021-04-19,6,Saturday,Sat,114,true,false,2021-04-24,20210424,2021-Q2,2021,1,false,false,false,false,false
b6dc89d86ad8216dcb94e9d9d48e0b04,2021-04-25,2021,2,4,25,April,Apr,2021-04,16,2021-04-19,0,Sunday,Sun,115,true,false,2021-04-25,20210425,2021-Q2,2021,1,false,false,false,false,false
43516ccd18e8b8e8d5d68b6fd3b7e4c1,2021-04-26,2021,2,4,26,April,Apr,2021-04,17,2021-04-26,1,Monday,Mon,116,false,true,2021-04-26,20210426,2021-Q2,2021,1,false,false,false,false,false
c35a0cc84324cf25ef9ac81100aafa0e,2021-04-27,2021,2,4,27,April,Apr,2021-04,17,2021-04-26,2,Tuesday,Tue,117,false,true,2021-04-27,20210427,2021-Q2,2021,1,false,false,false,false,false
e96305d581b9459803ff713ccaafcbca,2021-04-28,2021,2,4,28,April,Apr,2021-04,17,2021-04-26,3,Wednesday,Wed,118,false,true,2021-04-28,20210428,2021-Q2,2021,1,false,false,false,false,false
c9ee1e68599375c2d5560d84b1ac55d0,2021-04-29,2021,2,4,29,April,Apr,2021-04,17,2021-04-26,4,Thursday,Thu,119,false,true,2021-04-29,20210429,2021-Q2,2021,1,false,false,false,false,false
00e3a9148ea178ccb739229fef8b4cf2,2021-04-30,2021,2,4,30,April,Apr,2021-04,17,2021-04-26,5,Friday,Fri,120,false,true,2021-04-30,20210430,2021-Q2,2021,1,false,false,false,false,false
074e5b1ffb4ed4ddd7b31e20d3275ca9,2021-05-01,2021,2,5,1,May,May,2021-05,17,2021-04-26,6,Saturday,Sat,121,true,false,2021-05-01,20210501,2021-Q2,2021,1,false,false,false,false,false
ea9b635c3dab453b0e9a1feebb2ee7db,2021-05-02,2021,2,5,2,May,May,2021-05,17,2021-04-26,0,Sunday,Sun,122,true,false,2021-05-02,20210502,2021-Q2,2021,1,false,false,false,false,false
32e34fc5e5f88ff392765d6029f86aeb,2021-05-03,2021,2,5,3,May,May,2021-05,18,2021-05-03,1,Monday,Mon,123,false,true,2021-05-03,20210503,2021-Q2,2021,1,false,false,false,false,false
25a844c83b51d1cd090a7010f53535b3,2021-05-04,2021,2,5,4,May,May,2021-05,18,2021-05-03,2,Tuesday,Tue,124,false,true,2021-05-04,20210504,2021-Q2,2021,1,false,false,false,false,false
